"","Species","month_year","month","year","Events","Total_animals","Subadult_animals","active_days","sighting_per_day","sighting_per_month","animals_per_day","animals_per_month","subadult_animals_per_day","subadult_animals_per_month"
"199","Canis lupus","2022-06","06","2022",12,12,0,731,0.0164158686730506,0.492476060191518,0.0164158686730506,0.492476060191518,0,0
"200","Canis lupus","2022-07","07","2022",7,7,0,762,0.00918635170603675,0.284776902887139,0.00918635170603675,0.284776902887139,0,0
"201","Canis lupus","2022-08","08","2022",8,8,0,859,0.00931315483119907,0.288707799767171,0.00931315483119907,0.288707799767171,0,0
"202","Canis lupus","2022-09","09","2022",8,15,0,793,0.0100882723833544,0.302648171500631,0.0189155107187894,0.567465321563682,0,0
"203","Canis lupus","2022-10","10","2022",11,15,0,598,0.0183946488294314,0.570234113712375,0.0250836120401338,0.777591973244147,0,0
"204","Canis lupus","2022-11","11","2022",3,5,0,529,0.0056710775047259,0.170132325141777,0.00945179584120983,0.283553875236295,0,0
"205","Canis lupus","2022-12","12","2022",2,2,0,293,0.0068259385665529,0.21160409556314,0.0068259385665529,0.21160409556314,0,0
"206","Capra hircus","2020-01","01","2020",1,5,0,615,0.0016260162601626,0.0504065040650407,0.00813008130081301,0.252032520325203,0,0
"207","Capra hircus","2020-03","03","2020",1,1,0,758.5,0.001318391562294,0.040870138431114,0.001318391562294,0.040870138431114,0,0
"208","Capra hircus","2020-06","06","2020",1,2,0,700,0.00142857142857143,0.0428571428571429,0.00285714285714286,0.0857142857142857,0,0
"209","Capra hircus","2020-09","09","2020",1,6,0,767,0.00130378096479791,0.0391134289439374,0.00782268578878748,0.234680573663625,0,0
"210","Capra hircus","2021-03","03","2021",1,1,0,866,0.00115473441108545,0.035796766743649,0.00115473441108545,0.035796766743649,0,0
"211","Capra hircus","2021-10","10","2021",1,4,0,913,0.00109529025191676,0.0339539978094195,0.00438116100766703,0.135815991237678,0,0
"212","Capra hircus","2022-05","05","2022",1,1,0,801,0.00124843945068664,0.0387016229712859,0.00124843945068664,0.0387016229712859,0,0
"213","Capra hircus","2022-06","06","2022",1,5,0,731,0.00136798905608755,0.0410396716826265,0.00683994528043776,0.205198358413133,0,0
"214","Capra hircus","2022-09","09","2022",1,4,0,793,0.00126103404791929,0.0378310214375788,0.00504413619167718,0.151324085750315,0,0
"215","Capreolus capreolus","2020-01","01","2020",19,19,0,615,0.0308943089430894,0.957723577235772,0.0308943089430894,0.957723577235772,0,0
"216","Capreolus capreolus","2020-02","02","2020",10,12,1,678,0.0147492625368732,0.427728613569322,0.0176991150442478,0.513274336283186,0.00147492625368732,0.0427728613569322
"217","Capreolus capreolus","2020-03","03","2020",32,32,0,758.5,0.042188529993408,1.30784442979565,0.042188529993408,1.30784442979565,0,0
"218","Capreolus capreolus","2020-04","04","2020",47,49,1,784,0.0599489795918367,1.7984693877551,0.0625,1.875,0.00127551020408163,0.038265306122449
"219","Capreolus capreolus","2020-05","05","2020",68,70,0,779,0.0872913992297818,2.70603337612323,0.0898587933247754,2.78562259306804,0,0
"220","Capreolus capreolus","2020-06","06","2020",40,49,9,700,0.0571428571428571,1.71428571428571,0.07,2.1,0.0128571428571429,0.385714285714286
"221","Capreolus capreolus","2020-07","07","2020",71,75,4,733,0.0968622100954979,3.00272851296044,0.102319236016371,3.1718963165075,0.00545702592087312,0.169167803547067
"222","Capreolus capreolus","2020-08","08","2020",46,60,14,808,0.0569306930693069,1.76485148514851,0.0742574257425743,2.3019801980198,0.0173267326732673,0.537128712871287
"223","Capreolus capreolus","2020-09","09","2020",32,35,2,767,0.0417209908735332,1.251629726206,0.045632333767927,1.36897001303781,0.00260756192959583,0.0782268578878748
"224","Capreolus capreolus","2020-10","10","2020",17,20,3,765,0.0222222222222222,0.688888888888889,0.0261437908496732,0.810457516339869,0.00392156862745098,0.12156862745098
"225","Capreolus capreolus","2020-11","11","2020",12,14,0,691,0.0173661360347323,0.520984081041968,0.020260492040521,0.607814761215629,0,0
"226","Capreolus capreolus","2020-12","12","2020",6,8,0,548,0.0109489051094891,0.339416058394161,0.0145985401459854,0.452554744525547,0,0
"227","Capreolus capreolus","2021-01","01","2021",34,42,0,749,0.0453938584779706,1.40720961281709,0.0560747663551402,1.73831775700935,0,0
"228","Capreolus capreolus","2021-02","02","2021",10,13,0,745,0.0134228187919463,0.375838926174497,0.0174496644295302,0.488590604026846,0,0
"229","Capreolus capreolus","2021-03","03","2021",22,25,0,866,0.0254041570438799,0.787528868360277,0.0288683602771363,0.894919168591224,0,0
"230","Capreolus capreolus","2021-04","04","2021",21,23,0,769,0.0273081924577373,0.81924577373212,0.0299089726918075,0.897269180754226,0,0
"231","Capreolus capreolus","2021-05","05","2021",55,56,1,814,0.0675675675675676,2.09459459459459,0.0687960687960688,2.13267813267813,0.00122850122850123,0.0380835380835381
"232","Capreolus capreolus","2021-06","06","2021",50,54,4,797,0.0627352572145546,1.88205771643664,0.067754077791719,2.03262233375157,0.00501882057716437,0.150564617314931
"233","Capreolus capreolus","2021-07","07","2021",38,41,3,836,0.0454545454545455,1.40909090909091,0.0490430622009569,1.52033492822966,0.00358851674641148,0.111244019138756
"234","Capreolus capreolus","2021-08","08","2021",67,73,2,909,0.0737073707370737,2.28492849284928,0.0803080308030803,2.48954895489549,0.0022002200220022,0.0682068206820682
"235","Capreolus capreolus","2021-09","09","2021",28,29,3,857,0.0326721120186698,0.980163360560093,0.0338389731621937,1.01516919486581,0.00350058343057176,0.105017502917153
"236","Capreolus capreolus","2021-10","10","2021",33,35,8,913,0.036144578313253,1.12048192771084,0.0383351588170865,1.18838992332968,0.00876232201533406,0.271631982475356
"237","Capreolus capreolus","2021-11","11","2021",14,15,3,757,0.0184940554821664,0.554821664464993,0.0198150594451783,0.59445178335535,0.00396301188903567,0.11889035667107
"238","Capreolus capreolus","2021-12","12","2021",7,7,1,525,0.0133333333333333,0.413333333333333,0.0133333333333333,0.413333333333333,0.0019047619047619,0.0590476190476191
"239","Capreolus capreolus","2022-01","01","2022",5,5,0,563,0.0088809946714032,0.275310834813499,0.0088809946714032,0.275310834813499,0,0
"240","Capreolus capreolus","2022-02","02","2022",5,7,0,559,0.00894454382826476,0.250447227191413,0.0125223613595707,0.350626118067979,0,0
"241","Capreolus capreolus","2022-03","03","2022",27,28,0,713,0.0378681626928471,1.17391304347826,0.0392706872370266,1.21739130434783,0,0
"242","Capreolus capreolus","2022-04","04","2022",18,18,0,712,0.0252808988764045,0.758426966292135,0.0252808988764045,0.758426966292135,0,0
"243","Capreolus capreolus","2022-05","05","2022",39,39,0,801,0.048689138576779,1.50936329588015,0.048689138576779,1.50936329588015,0,0
"244","Capreolus capreolus","2022-06","06","2022",19,21,1,731,0.0259917920656635,0.779753761969904,0.0287277701778386,0.861833105335157,0.00136798905608755,0.0410396716826265
"245","Capreolus capreolus","2022-07","07","2022",88,95,11,762,0.115485564304462,3.58005249343832,0.124671916010499,3.86482939632546,0.0144356955380577,0.44750656167979
"246","Capreolus capreolus","2022-08","08","2022",115,124,7,859,0.133876600698487,4.15017462165309,0.144353899883586,4.47497089639115,0.00814901047729918,0.252619324796275
"247","Capreolus capreolus","2022-09","09","2022",36,40,2,793,0.0453972257250946,1.36191677175284,0.0504413619167718,1.51324085750315,0.00252206809583859,0.0756620428751576
"248","Capreolus capreolus","2022-10","10","2022",13,13,0,598,0.0217391304347826,0.673913043478261,0.0217391304347826,0.673913043478261,0,0
"249","Capreolus capreolus","2022-11","11","2022",8,10,0,529,0.0151228733459357,0.453686200378072,0.0189035916824197,0.56710775047259,0,0
"250","Capreolus capreolus","2022-12","12","2022",3,3,0,293,0.0102389078498294,0.31740614334471,0.0102389078498294,0.31740614334471,0,0
"251","Cervus elaphus","2020-01","01","2020",5,7,0,615,0.00813008130081301,0.252032520325203,0.0113821138211382,0.352845528455285,0,0
"252","Cervus elaphus","2020-02","02","2020",5,5,0,678,0.00737463126843658,0.213864306784661,0.00737463126843658,0.213864306784661,0,0
"253","Cervus elaphus","2020-03","03","2020",10,13,0,758.5,0.01318391562294,0.40870138431114,0.017139090309822,0.531311799604483,0,0
"254","Cervus elaphus","2020-04","04","2020",31,40,3,784,0.0395408163265306,1.18622448979592,0.0510204081632653,1.53061224489796,0.0038265306122449,0.114795918367347
"255","Cervus elaphus","2020-05","05","2020",34,40,4,779,0.0436456996148909,1.35301668806162,0.0513478818998716,1.59178433889602,0.00513478818998716,0.159178433889602
"256","Cervus elaphus","2020-06","06","2020",30,41,11,700,0.0428571428571429,1.28571428571429,0.0585714285714286,1.75714285714286,0.0157142857142857,0.471428571428571
"257","Cervus elaphus","2020-07","07","2020",25,37,10,733,0.034106412005457,1.05729877216917,0.0504774897680764,1.56480218281037,0.0136425648021828,0.422919508867667
"258","Cervus elaphus","2020-08","08","2020",39,50,11,808,0.0482673267326733,1.49628712871287,0.0618811881188119,1.91831683168317,0.0136138613861386,0.422029702970297
"259","Cervus elaphus","2020-09","09","2020",39,42,2,767,0.0508474576271186,1.52542372881356,0.0547588005215124,1.64276401564537,0.00260756192959583,0.0782268578878748
"260","Cervus elaphus","2020-10","10","2020",22,24,1,765,0.0287581699346405,0.891503267973856,0.0313725490196078,0.972549019607843,0.00130718954248366,0.0405228758169935
"261","Cervus elaphus","2020-11","11","2020",8,9,0,691,0.0115774240231548,0.347322720694645,0.0130246020260492,0.390738060781476,0,0
"262","Cervus elaphus","2020-12","12","2020",4,4,0,548,0.0072992700729927,0.226277372262774,0.0072992700729927,0.226277372262774,0,0
"263","Cervus elaphus","2021-01","01","2021",5,5,0,749,0.00667556742323097,0.20694259012016,0.00667556742323097,0.20694259012016,0,0
"264","Cervus elaphus","2021-02","02","2021",4,6,0,745,0.00536912751677852,0.150335570469799,0.00805369127516779,0.225503355704698,0,0
"265","Cervus elaphus","2021-03","03","2021",8,9,0,866,0.0092378752886836,0.286374133949192,0.0103926096997691,0.322170900692841,0,0
"266","Cervus elaphus","2021-04","04","2021",17,20,0,769,0.0221066319895969,0.663198959687906,0.0260078023407022,0.780234070221066,0,0
"267","Cervus elaphus","2021-05","05","2021",15,18,3,814,0.0184275184275184,0.571253071253071,0.0221130221130221,0.685503685503685,0.00368550368550369,0.114250614250614
"268","Cervus elaphus","2021-06","06","2021",36,52,17,797,0.0451693851944793,1.35508155583438,0.0652446675031368,1.9573400250941,0.0213299874529486,0.639899623588457
"269","Cervus elaphus","2021-07","07","2021",16,26,6,836,0.0191387559808612,0.593301435406699,0.0311004784688995,0.964114832535885,0.00717703349282297,0.222488038277512
"270","Cervus elaphus","2021-08","08","2021",14,21,0,909,0.0154015401540154,0.477447744774477,0.0231023102310231,0.716171617161716,0,0
"271","Cervus elaphus","2021-09","09","2021",24,28,0,857,0.0280046674445741,0.840140023337223,0.0326721120186698,0.980163360560093,0,0
"272","Cervus elaphus","2021-10","10","2021",24,24,0,913,0.0262869660460022,0.814895947426068,0.0262869660460022,0.814895947426068,0,0
"273","Cervus elaphus","2021-11","11","2021",25,27,0,757,0.0330250990752972,0.990752972258917,0.035667107001321,1.07001321003963,0,0
"274","Cervus elaphus","2022-01","01","2022",4,4,0,563,0.00710479573712256,0.220248667850799,0.00710479573712256,0.220248667850799,0,0
"275","Cervus elaphus","2022-02","02","2022",2,2,0,559,0.0035778175313059,0.100178890876565,0.0035778175313059,0.100178890876565,0,0
"276","Cervus elaphus","2022-03","03","2022",10,11,0,713,0.0140252454417952,0.434782608695652,0.0154277699859748,0.478260869565217,0,0
"277","Cervus elaphus","2022-04","04","2022",9,9,0,712,0.0126404494382022,0.379213483146067,0.0126404494382022,0.379213483146067,0,0
"278","Cervus elaphus","2022-05","05","2022",31,33,0,801,0.0387016229712859,1.19975031210986,0.0411985018726592,1.27715355805243,0,0
"279","Cervus elaphus","2022-06","06","2022",25,25,1,731,0.0341997264021888,1.02599179206566,0.0341997264021888,1.02599179206566,0.00136798905608755,0.0410396716826265
"280","Cervus elaphus","2022-07","07","2022",18,22,4,762,0.0236220472440945,0.732283464566929,0.0288713910761155,0.89501312335958,0.005249343832021,0.162729658792651
"281","Cervus elaphus","2022-08","08","2022",29,38,4,859,0.0337601862630966,1.046565774156,0.0442374854481956,1.37136204889406,0.00465657741559953,0.144353899883586
"282","Cervus elaphus","2022-09","09","2022",73,75,1,793,0.0920554854981084,2.76166456494325,0.094577553593947,2.83732660781841,0.00126103404791929,0.0378310214375788
"283","Cervus elaphus","2022-10","10","2022",35,42,0,598,0.0585284280936455,1.81438127090301,0.0702341137123746,2.17725752508361,0,0
"284","Cervus elaphus","2022-11","11","2022",16,20,2,529,0.0302457466918715,0.907372400756144,0.0378071833648393,1.13421550094518,0.00378071833648393,0.113421550094518
"285","Cervus elaphus","2022-12","12","2022",8,9,0,293,0.0273037542662116,0.84641638225256,0.0307167235494881,0.95221843003413,0,0
"286","Dama dama","2022-05","05","2022",4,5,1,801,0.00499375780274657,0.154806491885144,0.00624219725343321,0.193508114856429,0.00124843945068664,0.0387016229712859
"287","Dama dama","2022-06","06","2022",8,9,1,731,0.0109439124487004,0.328317373461012,0.012311901504788,0.369357045143639,0.00136798905608755,0.0410396716826265
"288","Dama dama","2022-07","07","2022",12,20,3,762,0.015748031496063,0.488188976377953,0.026246719160105,0.813648293963255,0.00393700787401575,0.122047244094488
"289","Dama dama","2022-08","08","2022",4,9,0,859,0.00465657741559953,0.144353899883586,0.010477299185099,0.324796274738068,0,0
"290","Equus caballus","2020-01","01","2020",2,4,0,615,0.0032520325203252,0.100813008130081,0.00650406504065041,0.201626016260163,0,0
"291","Equus caballus","2020-03","03","2020",2,2,0,758.5,0.002636783124588,0.0817402768622281,0.002636783124588,0.0817402768622281,0,0
"292","Equus caballus","2020-07","07","2020",7,12,0,733,0.00954979536152797,0.296043656207367,0.0163710777626194,0.507503410641201,0,0
"293","Equus caballus","2020-08","08","2020",10,12,0,808,0.0123762376237624,0.383663366336634,0.0148514851485149,0.46039603960396,0,0
"294","Equus caballus","2020-09","09","2020",16,20,0,767,0.0208604954367666,0.625814863102999,0.0260756192959583,0.782268578878748,0,0
"295","Equus caballus","2020-12","12","2020",2,14,0,548,0.00364963503649635,0.113138686131387,0.0255474452554745,0.791970802919708,0,0
"296","Equus caballus","2021-08","08","2021",1,1,0,909,0.0011001100110011,0.0341034103410341,0.0011001100110011,0.0341034103410341,0,0
"297","Equus caballus","2021-09","09","2021",16,22,0,857,0.0186697782963827,0.560093348891482,0.0256709451575263,0.770128354725788,0,0
"298","Equus caballus","2022-04","04","2022",5,5,0,712,0.00702247191011236,0.210674157303371,0.00702247191011236,0.210674157303371,0,0
"299","Equus caballus","2022-05","05","2022",12,14,0,801,0.0149812734082397,0.464419475655431,0.017478152309613,0.541822721598002,0,0
"300","Equus caballus","2022-06","06","2022",2,2,0,731,0.0027359781121751,0.0820793433652531,0.0027359781121751,0.0820793433652531,0,0
"301","Equus caballus","2022-07","07","2022",1,1,0,762,0.00131233595800525,0.0406824146981627,0.00131233595800525,0.0406824146981627,0,0
"302","Equus caballus","2022-09","09","2022",29,34,0,793,0.0365699873896595,1.09709962168979,0.042875157629256,1.28625472887768,0,0
"303","Equus caballus","2022-10","10","2022",25,58,2,598,0.0418060200668896,1.29598662207358,0.096989966555184,3.0066889632107,0.00334448160535117,0.103678929765886
"304","Equus caballus","2022-11","11","2022",8,20,1,529,0.0151228733459357,0.453686200378072,0.0378071833648393,1.13421550094518,0.00189035916824197,0.056710775047259
"305","Erinaceus sp.","2020-03","03","2020",1,1,0,758.5,0.001318391562294,0.040870138431114,0.001318391562294,0.040870138431114,0,0
"306","Erinaceus sp.","2020-06","06","2020",2,2,0,700,0.00285714285714286,0.0857142857142857,0.00285714285714286,0.0857142857142857,0,0
"307","Erinaceus sp.","2020-07","07","2020",5,5,0,733,0.00682128240109141,0.211459754433834,0.00682128240109141,0.211459754433834,0,0
"308","Erinaceus sp.","2020-08","08","2020",2,2,0,808,0.00247524752475248,0.0767326732673267,0.00247524752475248,0.0767326732673267,0,0
"309","Erinaceus sp.","2020-09","09","2020",2,2,0,767,0.00260756192959583,0.0782268578878748,0.00260756192959583,0.0782268578878748,0,0
"310","Erinaceus sp.","2022-05","05","2022",1,1,0,801,0.00124843945068664,0.0387016229712859,0.00124843945068664,0.0387016229712859,0,0
"311","Felis catus","2020-01","01","2020",3,3,0,615,0.0048780487804878,0.151219512195122,0.0048780487804878,0.151219512195122,0,0
"312","Felis catus","2020-03","03","2020",1,1,0,758.5,0.001318391562294,0.040870138431114,0.001318391562294,0.040870138431114,0,0
"313","Felis catus","2020-08","08","2020",9,9,1,808,0.0111386138613861,0.34529702970297,0.0111386138613861,0.34529702970297,0.00123762376237624,0.0383663366336634
"314","Felis catus","2020-09","09","2020",2,2,2,767,0.00260756192959583,0.0782268578878748,0.00260756192959583,0.0782268578878748,0.00260756192959583,0.0782268578878748
"315","Felis catus","2020-10","10","2020",1,1,0,765,0.00130718954248366,0.0405228758169935,0.00130718954248366,0.0405228758169935,0,0
"316","Felis catus","2020-12","12","2020",4,4,0,548,0.0072992700729927,0.226277372262774,0.0072992700729927,0.226277372262774,0,0
"317","Felis catus","2021-01","01","2021",5,5,0,749,0.00667556742323097,0.20694259012016,0.00667556742323097,0.20694259012016,0,0
"318","Felis catus","2021-02","02","2021",3,3,0,745,0.00402684563758389,0.112751677852349,0.00402684563758389,0.112751677852349,0,0
"319","Felis catus","2021-03","03","2021",17,17,0,866,0.0196304849884527,0.608545034642032,0.0196304849884527,0.608545034642032,0,0
"320","Felis catus","2021-04","04","2021",7,7,0,769,0.00910273081924577,0.273081924577373,0.00910273081924577,0.273081924577373,0,0
"321","Felis catus","2021-05","05","2021",3,3,0,814,0.00368550368550369,0.114250614250614,0.00368550368550369,0.114250614250614,0,0
"322","Felis catus","2021-07","07","2021",1,1,0,836,0.00119617224880383,0.0370813397129187,0.00119617224880383,0.0370813397129187,0,0
"323","Felis catus","2021-08","08","2021",2,2,0,909,0.0022002200220022,0.0682068206820682,0.0022002200220022,0.0682068206820682,0,0
"324","Felis catus","2022-04","04","2022",1,1,0,712,0.00140449438202247,0.0421348314606742,0.00140449438202247,0.0421348314606742,0,0
"325","Felis catus","2022-05","05","2022",1,1,0,801,0.00124843945068664,0.0387016229712859,0.00124843945068664,0.0387016229712859,0,0
"326","Felis catus","2022-07","07","2022",5,5,0,762,0.00656167979002625,0.203412073490814,0.00656167979002625,0.203412073490814,0,0
"327","Felis catus","2022-08","08","2022",1,1,0,859,0.00116414435389988,0.0360884749708964,0.00116414435389988,0.0360884749708964,0,0
"328","Felis silvestris","2020-03","03","2020",5,5,0,758.5,0.00659195781147001,0.20435069215557,0.00659195781147001,0.20435069215557,0,0
"329","Felis silvestris","2020-04","04","2020",8,8,0,784,0.0102040816326531,0.306122448979592,0.0102040816326531,0.306122448979592,0,0
"330","Felis silvestris","2020-05","05","2020",33,34,1,779,0.0423620025673941,1.31322207958922,0.0436456996148909,1.35301668806162,0.00128369704749679,0.0397946084724005
"331","Felis silvestris","2020-06","06","2020",11,11,0,700,0.0157142857142857,0.471428571428571,0.0157142857142857,0.471428571428571,0,0
"332","Felis silvestris","2020-07","07","2020",18,18,0,733,0.0245566166439291,0.761255115961801,0.0245566166439291,0.761255115961801,0,0
"333","Felis silvestris","2020-08","08","2020",6,6,0,808,0.00742574257425743,0.23019801980198,0.00742574257425743,0.23019801980198,0,0
"334","Felis silvestris","2020-09","09","2020",8,8,0,767,0.0104302477183833,0.312907431551499,0.0104302477183833,0.312907431551499,0,0
"335","Felis silvestris","2020-10","10","2020",3,3,0,765,0.00392156862745098,0.12156862745098,0.00392156862745098,0.12156862745098,0,0
"336","Felis silvestris","2020-11","11","2020",6,6,0,691,0.00868306801736614,0.260492040520984,0.00868306801736614,0.260492040520984,0,0
"337","Felis silvestris","2020-12","12","2020",7,7,0,548,0.0127737226277372,0.395985401459854,0.0127737226277372,0.395985401459854,0,0
"338","Felis silvestris","2021-01","01","2021",2,2,0,749,0.00267022696929239,0.0827770360480641,0.00267022696929239,0.0827770360480641,0,0
"339","Felis silvestris","2021-02","02","2021",6,6,0,745,0.00805369127516779,0.225503355704698,0.00805369127516779,0.225503355704698,0,0
"340","Felis silvestris","2021-03","03","2021",8,8,0,866,0.0092378752886836,0.286374133949192,0.0092378752886836,0.286374133949192,0,0
"341","Felis silvestris","2021-04","04","2021",12,12,0,769,0.0156046814044213,0.46814044213264,0.0156046814044213,0.46814044213264,0,0
"342","Felis silvestris","2021-05","05","2021",5,5,0,814,0.00614250614250614,0.19041769041769,0.00614250614250614,0.19041769041769,0,0
"343","Felis silvestris","2021-06","06","2021",5,5,0,797,0.00627352572145546,0.188205771643664,0.00627352572145546,0.188205771643664,0,0
"344","Felis silvestris","2021-07","07","2021",5,5,0,836,0.00598086124401914,0.185406698564593,0.00598086124401914,0.185406698564593,0,0
"345","Felis silvestris","2021-08","08","2021",10,10,0,909,0.011001100110011,0.341034103410341,0.011001100110011,0.341034103410341,0,0
"346","Felis silvestris","2021-09","09","2021",6,6,0,857,0.00700116686114352,0.210035005834306,0.00700116686114352,0.210035005834306,0,0
"347","Felis silvestris","2021-10","10","2021",13,13,0,913,0.0142387732749179,0.441401971522453,0.0142387732749179,0.441401971522453,0,0
"348","Felis silvestris","2021-11","11","2021",3,3,0,757,0.00396301188903567,0.11889035667107,0.00396301188903567,0.11889035667107,0,0
"349","Felis silvestris","2021-12","12","2021",4,4,0,525,0.00761904761904762,0.236190476190476,0.00761904761904762,0.236190476190476,0,0
"350","Felis silvestris","2022-01","01","2022",1,1,0,563,0.00177619893428064,0.0550621669626998,0.00177619893428064,0.0550621669626998,0,0
"351","Felis silvestris","2022-02","02","2022",6,6,0,559,0.0107334525939177,0.300536672629696,0.0107334525939177,0.300536672629696,0,0
"352","Felis silvestris","2022-03","03","2022",1,1,0,713,0.00140252454417952,0.0434782608695652,0.00140252454417952,0.0434782608695652,0,0
"353","Felis silvestris","2022-04","04","2022",1,1,0,712,0.00140449438202247,0.0421348314606742,0.00140449438202247,0.0421348314606742,0,0
"354","Felis silvestris","2022-05","05","2022",2,2,0,801,0.00249687890137328,0.0774032459425718,0.00249687890137328,0.0774032459425718,0,0
"355","Felis silvestris","2022-06","06","2022",2,2,0,731,0.0027359781121751,0.0820793433652531,0.0027359781121751,0.0820793433652531,0,0
"356","Felis silvestris","2022-07","07","2022",2,2,0,762,0.0026246719160105,0.0813648293963255,0.0026246719160105,0.0813648293963255,0,0
"357","Felis silvestris","2022-08","08","2022",2,2,0,859,0.00232828870779977,0.0721769499417928,0.00232828870779977,0.0721769499417928,0,0
"358","Felis silvestris","2022-09","09","2022",1,1,0,793,0.00126103404791929,0.0378310214375788,0.00126103404791929,0.0378310214375788,0,0
"359","Felis silvestris","2022-11","11","2022",4,4,0,529,0.00756143667296786,0.226843100189036,0.00756143667296786,0.226843100189036,0,0
"360","Felis silvestris","2022-12","12","2022",1,1,0,293,0.00341296928327645,0.10580204778157,0.00341296928327645,0.10580204778157,0,0
"361","Glis glis","2020-07","07","2020",2,2,0,733,0.00272851296043656,0.0845839017735334,0.00272851296043656,0.0845839017735334,0,0
"362","Glis glis","2020-09","09","2020",27,27,0,767,0.0352020860495437,1.05606258148631,0.0352020860495437,1.05606258148631,0,0
"363","Glis glis","2020-10","10","2020",33,33,0,765,0.0431372549019608,1.33725490196078,0.0431372549019608,1.33725490196078,0,0
"364","Glis glis","2020-11","11","2020",7,7,0,691,0.0101302460202605,0.303907380607815,0.0101302460202605,0.303907380607815,0,0
"365","Glis glis","2020-12","12","2020",2,2,0,548,0.00364963503649635,0.113138686131387,0.00364963503649635,0.113138686131387,0,0
"366","Glis glis","2021-01","01","2021",1,1,0,749,0.00133511348464619,0.041388518024032,0.00133511348464619,0.041388518024032,0,0
"367","Glis glis","2021-02","02","2021",2,2,0,745,0.00268456375838926,0.0751677852348993,0.00268456375838926,0.0751677852348993,0,0
"368","Glis glis","2021-07","07","2021",1,1,0,836,0.00119617224880383,0.0370813397129187,0.00119617224880383,0.0370813397129187,0,0
"369","Glis glis","2021-08","08","2021",1,1,0,909,0.0011001100110011,0.0341034103410341,0.0011001100110011,0.0341034103410341,0,0
"370","Glis glis","2022-06","06","2022",2,2,0,731,0.0027359781121751,0.0820793433652531,0.0027359781121751,0.0820793433652531,0,0
"371","Glis glis","2022-07","07","2022",7,7,0,762,0.00918635170603675,0.284776902887139,0.00918635170603675,0.284776902887139,0,0
"372","Glis glis","2022-08","08","2022",8,8,0,859,0.00931315483119907,0.288707799767171,0.00931315483119907,0.288707799767171,0,0
"373","Glis glis","2022-09","09","2022",14,14,0,793,0.0176544766708701,0.529634300126103,0.0176544766708701,0.529634300126103,0,0
"374","Glis glis","2022-10","10","2022",5,5,0,598,0.00836120401337793,0.259197324414716,0.00836120401337793,0.259197324414716,0,0
"375","Glis glis","2022-11","11","2022",1,1,0,529,0.00189035916824197,0.056710775047259,0.00189035916824197,0.056710775047259,0,0
"376","Homo sapiens","2020-01","01","2020",34,35,0,615,0.0552845528455285,1.71382113821138,0.0569105691056911,1.76422764227642,0,0
"377","Homo sapiens","2020-02","02","2020",76,76,0,678,0.112094395280236,3.25073746312684,0.112094395280236,3.25073746312684,0,0
"378","Homo sapiens","2020-03","03","2020",100,100,0,758.5,0.1318391562294,4.0870138431114,0.1318391562294,4.0870138431114,0,0
"379","Homo sapiens","2020-04","04","2020",67,68,0,784,0.0854591836734694,2.56377551020408,0.086734693877551,2.60204081632653,0,0
"380","Homo sapiens","2020-05","05","2020",50,50,0,779,0.0641848523748395,1.98973042362003,0.0641848523748395,1.98973042362003,0,0
"381","Homo sapiens","2020-06","06","2020",87,89,0,700,0.124285714285714,3.72857142857143,0.127142857142857,3.81428571428571,0,0
"382","Homo sapiens","2020-07","07","2020",90,91,0,733,0.122783083219645,3.806275579809,0.124147339699864,3.84856753069577,0,0
"383","Homo sapiens","2020-08","08","2020",67,75,0,808,0.0829207920792079,2.57054455445545,0.0928217821782178,2.87747524752475,0,0
"384","Homo sapiens","2020-09","09","2020",60,74,0,767,0.0782268578878748,2.34680573663625,0.0964797913950456,2.89439374185137,0,0
"385","Homo sapiens","2020-10","10","2020",43,79,0,765,0.0562091503267974,1.74248366013072,0.103267973856209,3.20130718954248,0,0
"386","Homo sapiens","2020-11","11","2020",49,85,0,691,0.0709117221418234,2.1273516642547,0.12301013024602,3.69030390738061,0,0
"387","Homo sapiens","2020-12","12","2020",18,27,0,548,0.0328467153284672,1.01824817518248,0.0492700729927007,1.52737226277372,0,0
"388","Homo sapiens","2021-01","01","2021",14,17,0,749,0.0186915887850467,0.579439252336449,0.0226969292389853,0.703604806408545,0,0
"389","Homo sapiens","2021-02","02","2021",34,45,0,745,0.0456375838926174,1.27785234899329,0.0604026845637584,1.69127516778523,0,0
"390","Homo sapiens","2021-03","03","2021",37,43,0,866,0.0427251732101617,1.32448036951501,0.0496535796766744,1.53926096997691,0,0
"391","Homo sapiens","2021-04","04","2021",31,53,0,769,0.0403120936280884,1.20936280884265,0.0689206762028609,2.06762028608583,0,0
"392","Homo sapiens","2021-05","05","2021",38,46,0,814,0.0466830466830467,1.44717444717445,0.0565110565110565,1.75184275184275,0,0
"393","Homo sapiens","2021-06","06","2021",50,93,0,797,0.0627352572145546,1.88205771643664,0.116687578419072,3.50062735257215,0,0
"394","Homo sapiens","2021-07","07","2021",53,87,0,836,0.0633971291866029,1.96531100478469,0.104066985645933,3.22607655502392,0,0
"395","Homo sapiens","2021-08","08","2021",62,99,0,909,0.0682068206820682,2.11441144114411,0.108910891089109,3.37623762376238,0,0
"396","Homo sapiens","2021-09","09","2021",67,130,0,857,0.0781796966161027,2.34539089848308,0.15169194865811,4.55075845974329,0,0
